Sex,Type,Age,Year,Amount
fem,mortality,age3539,2012,6
fem,mortality,age3539,2013,5
fem,mortality,age4044,1993,17
fem,mortality,age4044,1994,14
fem,mortality,age4044,1995,14
fem,mortality,age4044,1996,12
fem,mortality,age4044,1997,19
fem,mortality,age4044,1998,16
fem,mortality,age4044,1999,14
fem,mortality,age4044,2000,14
fem,mortality,age4044,2001,15
fem,mortality,age4044,2002,19
fem,mortality,age4044,2003,24
fem,mortality,age4044,2004,11
fem,mortality,age4044,2005,7
fem,mortality,age4044,2006,14
fem,mortality,age4044,2007,11
fem,mortality,age4044,2008,14
fem,mortality,age4044,2009,18
fem,mortality,age4044,2010,12
fem,mortality,age4044,2011,17
fem,mortality,age4044,2012,14
fem,mortality,age4044,2013,15
fem,mortality,age4549,1993,23
fem,mortality,age4549,1994,28
fem,mortality,age4549,1995,31
fem,mortality,age4549,1996,35
fem,mortality,age4549,1997,27
fem,mortality,age4549,1998,31
fem,mortality,age4549,1999,47
fem,mortality,age4549,2000,41
fem,mortality,age4549,2001,28
fem,mortality,age4549,2002,33
fem,mortality,age4549,2003,36
fem,mortality,age4549,2004,32
fem,mortality,age4549,2005,19
fem,mortality,age4549,2006,42
fem,mortality,age4549,2007,34
fem,mortality,age4549,2008,30
fem,mortality,age4549,2009,34
fem,mortality,age4549,2010,30
fem,mortality,age4549,2011,38
fem,mortality,age4549,2012,33
fem,mortality,age4549,2013,31
fem,mortality,age5054,1993,73
fem,mortality,age5054,1994,59
fem,mortality,age5054,1995,44
fem,mortality,age5054,1996,41
fem,mortality,age5054,1997,33
fem,mortality,age5054,1998,39
fem,mortality,age5054,1999,47
fem,mortality,age5054,2000,57
fem,mortality,age5054,2001,50
fem,mortality,age5054,2002,60
fem,mortality,age5054,2003,63
fem,mortality,age5054,2004,62
fem,mortality,age5054,2005,59
fem,mortality,age5054,2006,61
fem,mortality,age5054,2007,57
fem,mortality,age5054,2008,63
fem,mortality,age5054,2009,78
fem,mortality,age5054,2010,74
fem,mortality,age5054,2011,68
fem,mortality,age5054,2012,73
fem,mortality,age5054,2013,63
fem,mortality,age5559,1993,126
fem,mortality,age5559,1994,153
fem,mortality,age5559,1995,130
fem,mortality,age5559,1996,113
fem,mortality,age5559,1997,103
fem,mortality,age5559,1998,86
fem,mortality,age5559,1999,83
fem,mortality,age5559,2000,56
fem,mortality,age5559,2001,66
fem,mortality,age5559,2002,47
fem,mortality,age5559,2003,49
fem,mortality,age5559,2004,74
fem,mortality,age5559,2005,73
fem,mortality,age5559,2006,85
fem,mortality,age5559,2007,119
fem,mortality,age5559,2008,92
fem,mortality,age5559,2009,78
fem,mortality,age5559,2010,111
fem,mortality,age5559,2011,118
fem,mortality,age5559,2012,117
fem,mortality,age5559,2013,114
fem,mortality,age6064,1993,270
fem,mortality,age6064,1994,233
fem,mortality,age6064,1995,200
fem,mortality,age6064,1996,175
fem,mortality,age6064,1997,165
fem,mortality,age6064,1998,187
fem,mortality,age6064,1999,180
fem,mortality,age6064,2000,146
fem,mortality,age6064,2001,163
fem,mortality,age6064,2002,157
fem,mortality,age6064,2003,147
fem,mortality,age6064,2004,122
fem,mortality,age6064,2005,96
fem,mortality,age6064,2006,75
fem,mortality,age6064,2007,73
fem,mortality,age6064,2008,81
fem,mortality,age6064,2009,116
fem,mortality,age6064,2010,109
fem,mortality,age6064,2011,152
fem,mortality,age6064,2012,164
fem,mortality,age6064,2013,162
fem,mortality,age6569,1993,480
fem,mortality,age6569,1994,449
fem,mortality,age6569,1995,406
fem,mortality,age6569,1996,360
fem,mortality,age6569,1997,378
fem,mortality,age6569,1998,332
fem,mortality,age6569,1999,279
fem,mortality,age6569,2000,266
fem,mortality,age6569,2001,248
fem,mortality,age6569,2002,195
fem,mortality,age6569,2003,215
fem,mortality,age6569,2004,229
fem,mortality,age6569,2005,221
fem,mortality,age6569,2006,229
fem,mortality,age6569,2007,185
fem,mortality,age6569,2008,163
fem,mortality,age6569,2009,136
fem,mortality,age6569,2010,125
fem,mortality,age6569,2011,113
fem,mortality,age6569,2012,99
fem,mortality,age6569,2013,109
fem,mortality,age7074,1993,381
fem,mortality,age7074,1994,374
fem,mortality,age7074,1995,425
fem,mortality,age7074,1996,414
fem,mortality,age7074,1997,428
fem,mortality,age7074,1998,482
fem,mortality,age7074,1999,455
fem,mortality,age7074,2000,408
fem,mortality,age7074,2001,439
fem,mortality,age7074,2002,394
fem,mortality,age7074,2003,334
fem,mortality,age7074,2004,330
fem,mortality,age7074,2005,281
fem,mortality,age7074,2006,262
fem,mortality,age7074,2007,233
fem,mortality,age7074,2008,243
fem,mortality,age7074,2009,272
fem,mortality,age7074,2010,246
fem,mortality,age7074,2011,256
fem,mortality,age7074,2012,238
fem,mortality,age7074,2013,198
fem,mortality,age7579,1993,399
fem,mortality,age7579,1994,386
fem,mortality,age7579,1995,329
fem,mortality,age7579,1996,303
fem,mortality,age7579,1997,318
fem,mortality,age7579,1998,293
fem,mortality,age7579,1999,330
fem,mortality,age7579,2000,346
fem,mortality,age7579,2001,390
fem,mortality,age7579,2002,398
fem,mortality,age7579,2003,413
fem,mortality,age7579,2004,404
fem,mortality,age7579,2005,404
fem,mortality,age7579,2006,341
fem,mortality,age7579,2007,352
fem,mortality,age7579,2008,277
fem,mortality,age7579,2009,283
fem,mortality,age7579,2010,254
fem,mortality,age7579,2011,259
fem,mortality,age7579,2012,241
fem,mortality,age7579,2013,219
fem,mortality,age8084,1993,381
fem,mortality,age8084,1994,407
fem,mortality,age8084,1995,327
fem,mortality,age8084,1996,289
fem,mortality,age8084,1997,277
fem,mortality,age8084,1998,240
fem,mortality,age8084,1999,232
fem,mortality,age8084,2000,200
fem,mortality,age8084,2001,195
fem,mortality,age8084,2002,190
fem,mortality,age8084,2003,181
fem,mortality,age8084,2004,224
fem,mortality,age8084,2005,229
fem,mortality,age8084,2006,233
fem,mortality,age8084,2007,247
fem,mortality,age8084,2008,260
fem,mortality,age8084,2009,280
fem,mortality,age8084,2010,271
fem,mortality,age8084,2011,303
fem,mortality,age8084,2012,253
fem,mortality,age8084,2013,237
fem,mortality,age85,1993,210
fem,mortality,age85,1994,199
fem,mortality,age85,1995,218
fem,mortality,age85,1996,176
fem,mortality,age85,1997,174
fem,mortality,age85,1998,168
fem,mortality,age85,1999,189
fem,mortality,age85,2000,176
fem,mortality,age85,2001,173
fem,mortality,age85,2002,132
fem,mortality,age85,2003,142
fem,mortality,age85,2004,126
fem,mortality,age85,2005,123
fem,mortality,age85,2006,126
fem,mortality,age85,2007,106
fem,mortality,age85,2008,127
fem,mortality,age85,2009,154
fem,mortality,age85,2010,145
fem,mortality,age85,2011,163
fem,mortality,age85,2012,156
fem,mortality,age85,2013,165
